datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,nowcast_pm2.5,nowcast_pm10,aqi_pm2.5,aqi_pm10,aqi_co,aqi_so2,aqi_no2,aqi_o3,AQI per hour
3/9/2022 16:00,5,2109.53,8.49,56.89,0.1,31.95,127.25,145.41,12.41,81.18379446,87.15963202,150.8455675,68.57981601,10.54765,12.78,28.445,0.03125,150.8455675
3/9/2022 17:00,5,2082.82,10.17,57.58,0.05,33.38,133.59,150.36,10.89,81.93801114,87.88407451,151.3842937,68.94203726,10.4141,13.352,28.79,0.015625,151.3842937
3/9/2022 18:00,5,2056.12,10.06,61.69,0.06,40.05,145.8,160.01,9.5,84.21430012,90.60407689,153.0102144,70.30203844,10.2806,16.02,30.845,0.01875,153.0102144
3/9/2022 19:00,5,1976.01,9.5,69.92,0.04,51.02,153.23,164.76,8.23,89.87519625,97.35429122,157.0537116,73.67714561,9.88005,20.408,34.96,0.0125,157.0537116
3/9/2022 20:00,5,1949.31,12.18,74.03,0.01,55.31,155.88,166.6,8.36,101.4990714,110.9111177,165.3564796,80.45555885,9.74655,22.124,37.015,0.003125,165.3564796
3/9/2022 21:00,5,1895.9,15.2,73.34,0.01,56.27,152.89,163.15,9.25,115.4401246,128.0575964,175.3143747,89.02879821,9.4795,22.508,36.67,0.003125,175.3143747
3/9/2022 22:00,5,1842.5,16.76,71.29,0.01,54.36,149.93,159.37,9.5,120.7623865,135.4499683,179.1159904,92.72498413,9.2125,21.744,35.645,0.003125,179.1159904
3/9/2022 23:00,5,1789.09,14.98,70.6,0.03,50.54,150.62,159.24,8.49,120.9353753,136.6370497,179.2395538,93.31852487,8.94545,20.216,35.3,0.009375,179.2395538
4/9/2022 0:00,5,1735.69,10.95,64.43,0.72,44.82,141.01,149.05,7.92,122.0114736,138.477705,180.0081954,94.2388525,8.67845,17.928,32.215,0.225,180.0081954
4/9/2022 1:00,5,1762.39,10.06,59.63,3.08,41.96,120.82,128.85,8.49,127.492649,144.5249965,183.9233207,97.26249826,8.81195,16.784,29.815,0.9625,183.9233207
4/9/2022 2:00,5,1842.5,10.17,59.63,5.68,43.39,109.4,118.25,9.63,133.4492095,149.1282816,188.1780068,99.56414079,9.2125,17.356,29.815,1.775,188.1780068
4/9/2022 3:00,5,1815.8,8.72,56.21,16.09,44.35,105.78,115.09,10.26,138.3602375,153.3394984,191.6858839,101.6697492,9.079,17.74,28.105,5.028125,191.6858839
4/9/2022 4:00,5,1628.88,4.92,48.67,37.19,41.48,98.46,106.61,9.63,143.2221401,156.9011838,195.1586715,103.4505919,8.1444,16.592,24.335,11.621875,195.1586715
4/9/2022 5:00,5,1335.14,2.24,40.44,44.35,38.15,85.78,91.89,8.36,149.2806626,161.5599697,199.4861875,105.7799848,6.6757,15.26,20.22,13.859375,199.4861875
4/9/2022 6:00,5,1054.76,1.48,33.24,47.92,35.29,72.98,77.7,7.79,84.40597412,90.42912109,153.1471244,70.21456055,5.2738,14.116,16.62,14.975,153.1471244
4/9/2022 7:00,5,881.2,1.19,30.16,44.7,30.99,61.51,65.61,7.92,72.93928223,77.99944824,138.232137,63.99972412,4.406,12.396,15.08,13.96875,138.232137
4/9/2022 8:00,5,974.66,1.84,33.93,38.62,32.9,60.15,65.02,9.25,66.52561279,71.48938721,127.542688,60.7446936,4.8733,13.16,16.965,12.06875,127.542688
4/9/2022 9:00,5,1148.22,2.21,37.01,35.76,31.95,61.95,67.41,9.5,64.21914307,69.42977783,123.6985718,59.71488892,5.7411,12.78,18.505,11.175,123.6985718
4/9/2022 10:00,5,1295.09,2.85,39.07,34.69,29.33,61.93,68.08,9.63,63.05626953,68.73543457,121.7604492,59.36771729,6.47545,11.732,19.535,10.840625,121.7604492
4/9/2022 11:00,5,1281.74,1.47,43.18,15.91,27.18,53.96,61.09,9.75,58.48974854,64.89327881,114.1495809,57.4466394,6.4087,10.872,21.59,4.971875,114.1495809
4/9/2022 12:00,4,1094.82,2.74,38.39,2.57,24.8,41.42,49.23,9.5,49.93766113,57.04344482,99.87532227,53.52172241,5.4741,9.92,19.195,0.803125,99.87532227
4/9/2022 13:00,4,988.01,5.03,34.27,0.74,24.8,35.58,44.32,10.01,42.74408203,50.66599365,85.48816406,50.33299683,4.94005,9.92,17.135,0.23125,85.48816406
4/9/2022 14:00,4,934.6,4.69,33.59,0.85,24.08,34.87,44.54,11.15,38.79368652,47.58856201,77.58737305,47.58856201,4.673,9.632,16.795,0.265625,77.58737305
4/9/2022 15:00,4,867.84,2.71,33.24,2.24,22.41,35.57,45.36,12.16,37.16893066,46.46023193,74.33786133,46.46023193,4.3392,8.964,16.62,0.7,74.33786133
4/9/2022 16:00,4,801.09,1.05,32.22,6.08,20.27,36.12,44.63,11.4,36.63244629,45.53210205,73.26489258,45.53210205,4.00545,8.108,16.11,1.9,73.26489258
4/9/2022 17:00,4,714.3,0.28,30.16,11.98,18.12,35.44,41.81,9.5,36.02575195,70.80192611,72.05150391,60.40096305,3.5715,7.248,15.08,3.74375,72.05150391
4/9/2022 18:00,4,674.25,0.21,30.5,13.95,19.07,36.62,42.05,8.87,59.63764027,64.06821112,116.0627338,57.03410556,3.37125,7.628,15.25,4.359375,116.0627338
4/9/2022 19:00,4,640.87,0.17,29.82,14.84,19.31,37.81,43.54,8.74,58.16493369,63.05944874,113.6082228,56.52972437,3.20435,7.724,14.91,4.6375,113.6082228
4/9/2022 20:00,4,627.52,0.18,29.47,14.84,19.55,38.91,45.53,8.87,56.60663351,61.79224945,111.0110559,55.89612472,3.1376,7.82,14.735,4.6375,111.0110559
4/9/2022 21:00,4,634.19,0.29,30.85,12.52,20.98,40.42,47.75,8.99,52.43512058,58.22685555,104.0585343,54.11342778,3.17095,8.392,15.425,3.9125,104.0585343
4/9/2022 22:00,4,667.57,0.75,33.59,8.14,23.37,42.22,50.32,9.25,43.51471441,50.77282997,87.02942883,50.38641498,3.33785,9.348,16.795,2.54375,87.02942883
4/9/2022 23:00,4,727.65,2.32,35.64,3.35,26.23,44.32,53.36,9.75,37.50039261,45.68057028,75.00078523,45.68057028,3.63825,10.492,17.82,1.046875,75.00078523
5/9/2022 0:00,5,921.25,8.38,36.67,0.97,30.28,50.15,61.42,11.27,35.99603742,44.53003946,71.99207484,44.53003946,4.60625,12.112,18.335,0.303125,71.99207484
5/9/2022 1:00,5,1255.04,20.34,37.36,3.04,37.67,57.83,72.14,13.55,35.75949316,44.54628945,71.51898631,44.54628945,6.2752,15.068,18.68,0.95,71.51898631
5/9/2022 2:00,5,1441.96,25.7,41.81,10.46,43.87,62.8,79.92,15.83,36.2031765,44.55189042,72.40635299,44.55189042,7.2098,17.548,20.905,3.26875,72.40635299
5/9/2022 3:00,5,1375.2,19.89,48.67,31.83,48.64,65.41,83.94,16.72,36.59654887,77.96831299,73.19309773,63.98415649,6.876,19.456,24.335,9.946875,73.19309773
5/9/2022 4:00,5,867.84,6.15,35.99,87.98,37.19,58.55,70.55,11.15,37.01169235,74.2537085,74.0233847,62.12685425,4.3392,14.876,17.995,27.49375,74.0233847
5/9/2022 5:00,5,761.03,3.02,28.79,127.32,34.81,63.12,73.34,10.13,38.52597071,44.06452444,77.05194141,44.06452444,3.80515,13.924,14.395,39.7875,77.05194141
5/9/2022 6:00,5,741,1.87,23.99,155.93,32.9,66,75.72,9.75,40.20834678,46.31747631,80.41669356,46.31747631,3.705,13.16,11.995,48.728125,80.41669356
5/9/2022 7:00,5,687.6,1.44,19.36,163.08,27.42,61.01,68.84,8.61,42.28651048,49.32542487,84.57302096,49.32542487,3.438,10.968,9.68,53.85,84.57302096
5/9/2022 8:00,5,720.98,1.73,22.28,168.8,29.8,62.36,69.37,9.12,45.12016525,53.14701277,90.2403305,51.57350638,3.6049,11.92,11.14,61,90.2403305
5/9/2022 9:00,5,814.44,1.93,28.1,167.37,34.81,66.26,73.32,10.26,48.6966206,58.07600455,97.3932412,54.03800227,4.0722,13.924,14.05,59.2125,97.3932412
5/9/2022 10:00,5,2910.61,10.17,97.33,67.95,54.84,112.56,128.65,29.13,88.42924316,100.2895605,156.020888,75.14478027,14.55305,21.936,48.665,21.234375,156.020888
5/9/2022 11:00,5,6088.26,62.58,128.87,2.41,74.39,190.49,221.7,49.14,139.4542114,160.9882666,192.4672939,105.4941333,30.4413,29.756,64.435,0.753125,192.4672939
5/9/2022 12:00,5,7797.24,123.38,106.93,0,79.15,249.99,296.57,61.81,194.7159839,228.7716357,244.7159839,139.3858179,38.9862,31.66,53.465,0,244.7159839
5/9/2022 13:00,5,8544.92,155.57,95.96,0,82.02,310.03,372.45,74.98,252.3659326,300.6020117,302.3659326,175.3010059,42.7246,32.808,47.98,0,302.3659326
5/9/2022 14:00,5,8651.73,166.3,89.11,0,82.97,354.11,427.7,85.12,303.2303003,364.14125,353.2303003,220.2017857,43.25865,33.188,44.555,0,353.2303003
5/9/2022 15:00,5,7797.24,148.42,89.11,0,82.02,352.13,431.31,94.23,327.6721655,397.7153784,377.6721655,268.1648263,38.9862,32.808,44.555,0,377.6721655
5/9/2022 16:00,5,6408.69,116.23,90.48,0,73.43,312.46,389.77,92.21,320.0589355,393.7340771,370.0589355,262.4772531,32.04345,29.372,45.24,0,370.0589355
5/9/2022 17:00,5,5393.98,92.98,84.31,0,50.54,271.83,340.76,58.77,295.9367627,367.2380859,345.9367627,224.6258371,26.9699,20.216,42.155,0,345.9367627
5/9/2022 18:00,5,4486.08,72.42,74.03,0,34.33,238.29,294.18,33.44,267.1053247,330.6997998,317.1053247,190.3498999,22.4304,13.732,37.015,0,317.1053247
5/9/2022 19:00,5,2857.21,27.94,66.49,0.01,25.27,170.15,206.5,21.53,218.6202148,268.5914966,268.6202148,159.2957483,14.28605,10.108,33.245,0.003125,268.6202148
5/9/2022 20:00,5,2403.26,15.87,56.21,0.02,21.7,154.92,186.6,17.73,186.7624951,227.5872803,236.7624951,138.7936401,12.0163,8.68,28.105,0.00625,236.7624951
5/9/2022 21:00,5,2349.85,18.1,45.93,0.01,21.46,160.51,193.13,17.23,173.6281592,210.3496899,223.6281592,130.174845,11.74925,8.584,22.965,0.003125,223.6281592
5/9/2022 22:00,5,2483.37,24.14,39.07,0,22.89,172.2,207.61,16.72,172.9003394,208.9641406,222.9003394,129.4820703,12.41685,9.156,19.535,0,222.9003394
5/9/2022 23:00,5,2563.48,30.4,33.93,0.09,24.8,175.41,213.15,15.33,174.1319165,211.0300073,224.1319165,130.5150037,12.8174,9.92,16.965,0.028125,224.1319165
6/9/2022 0:00,5,2883.91,41.13,32.9,3.71,31.47,180,219.14,16.72,177.0354419,215.0488013,227.0354419,132.5244006,14.41955,12.588,16.45,1.159375,227.0354419
6/9/2022 1:00,5,2803.8,35.32,51.41,21.64,42.92,166.1,198.72,17.99,171.5298755,206.8389355,221.5298755,128.4194678,14.019,17.168,25.705,6.7625,221.5298755
6/9/2022 2:00,5,2937.32,24.59,74.71,66.52,51.5,184.9,218.93,20.77,178.1717114,212.8322583,228.1717114,131.4161292,14.6866,20.6,37.355,20.7875,228.1717114
6/9/2022 3:00,5,2643.59,9.5,68.55,181.67,55.79,227.07,260.16,21.03,202.5778711,236.443479,252.5778711,143.2217395,13.21795,22.316,34.275,77.0875,252.5778711
6/9/2022 4:00,5,1388.55,1.84,38.39,214.58,48.16,148.4,166.35,14.44,231.9759105,201.3491602,281.9759105,125.6745801,6.94275,19.264,19.195,107.29,281.9759105
6/9/2022 5:00,5,1121.52,1.26,35.64,185.97,44.82,116.66,131.82,13.55,146.0222144,166.5429834,197.1587245,108.2714917,5.6076,17.928,17.82,82.4625,197.1587245
6/9/2022 6:00,5,1054.76,0.8,37.7,167.37,44.82,102.16,118.5,13.81,124.062019,142.4855811,181.4728707,96.24279053,5.2738,17.928,18.85,59.2125,181.4728707
6/9/2022 7:00,5,781.06,0.5,29.82,133.04,32.9,66.9,78.9,10.89,95.46023926,110.667583,161.043028,80.3337915,3.9053,13.16,14.91,41.575,161.043028
6/9/2022 8:00,4,627.52,0.63,26.73,113.01,28.61,49.35,57.04,9.37,72.3862085,83.83101318,137.3103475,66.91550659,3.1376,11.444,13.365,35.315625,137.3103475
6/9/2022 9:00,4,594.14,0.66,27.08,103,28.13,43.84,49.9,9.25,58.09351074,66.84193115,113.4891846,58.42096558,2.9707,11.252,13.54,32.1875,113.4891846
6/9/2022 10:00,5,1642.23,2.99,69.92,42.2,42.44,62.9,73.22,19.76,60.47573486,70.00562256,117.4595581,60.00281128,8.21115,16.976,34.96,13.1875,117.4595581
6/9/2022 11:00,5,3471.37,32.63,97.33,0.92,59.13,104.7,124.33,35.46,82.56645508,97.14179199,151.8331822,73.570896,17.35685,23.652,48.665,0.2875,151.8331822
6/9/2022 12:00,5,4753.11,70.63,89.11,0,64.85,150.8,180.44,47.12,116.6612549,138.7641455,176.1866106,94.38207275,23.76555,25.94,44.555,0,176.1866106
6/9/2022 13:00,5,5126.95,80.47,80.88,0,60.08,186.76,225.73,47.12,151.6903516,182.2228149,201.6903516,116.1114075,25.63475,24.032,40.44,0,201.6903516
6/9/2022 14:00,5,5020.14,76.89,71.97,0,52.45,212.39,259.74,40.02,182.017605,220.9546826,232.017605,135.4773413,25.1007,20.98,35.985,0,232.017605
6/9/2022 15:00,5,5073.55,76.89,65.12,0,47.21,244.29,301.41,32.93,213.126084,261.1505835,263.126084,155.5752917,25.36775,18.884,32.56,0,263.126084
6/9/2022 16:00,5,5340.58,82.25,56.89,0,40.05,281.33,350.53,27.61,247.2099268,305.8199854,297.2099268,177.9099927,26.7029,16.02,28.445,0,297.2099268
6/9/2022 17:00,5,5500.79,92.09,45.93,0,33.38,304.07,380.69,24.83,275.6257227,343.2389014,325.6257227,196.6194507,27.50395,13.352,22.965,0,325.6257227
6/9/2022 18:00,5,5500.79,101.92,38.04,0,30.99,321.42,398.96,27.11,298.5103906,371.0849854,348.5103906,230.1214076,27.50395,12.396,19.02,0,348.5103906
6/9/2022 19:00,5,5661.01,113.55,32.22,0,30.52,349.91,426.52,27.87,324.2020288,398.7928613,374.2020288,269.7040876,28.30505,12.208,16.11,0,374.2020288
6/9/2022 20:00,5,5821.23,126.96,30.16,0,27.89,380.92,455.66,20.27,352.5549902,427.2194678,401.7033268,309.0243347,29.10615,11.156,15.08,0,401.7033268
6/9/2022 21:00,5,5821.23,128.75,31.87,0,26.46,392.26,460.48,15.2,372.4021436,443.8436426,414.9347624,329.8045532,29.10615,10.584,15.935,0,414.9347624
6/9/2022 22:00,5,5180.36,105.5,35.64,0,27.89,346.64,404.62,14.82,359.5133936,424.2228833,406.3422624,305.2786041,25.9018,11.156,17.82,0,406.3422624
6/9/2022 23:00,5,4646.3,92.09,34.96,0,29.33,309.31,365.45,15.33,334.398916,394.8212646,384.398916,264.0303781,23.2315,11.732,17.48,0,384.398916
7/9/2022 0:00,5,4806.52,96.56,36.67,0.16,37.19,302.62,362.49,19.76,318.4910498,378.633606,368.4910498,240.9051514,24.0326,14.876,18.335,0.05,368.4910498
7/9/2022 1:00,5,4432.68,85.83,54.15,1.43,50.07,263.04,315.95,22.8,247.3270052,307.8324291,297.3270052,178.9162146,22.1634,20.028,27.075,0.446875,297.3270052
7/9/2022 2:00,5,4219.06,78.68,63.75,3.67,59.6,226.94,278.01,27.36,280.6321353,349.6771641,330.6321353,199.838582,21.0953,23.84,31.875,1.146875,330.6321353
7/9/2022 3:00,5,3578.19,54.54,79.51,8.85,66.76,189.24,236.67,31.41,223.9978979,375.2446537,273.9978979,236.063791,17.89095,26.704,39.755,2.765625,273.9978979
7/9/2022 4:00,5,1548.77,7.1,69.23,59.37,58.17,119.85,141.54,12.92,171.8896069,208.0276685,221.8896069,129.0138342,7.74385,23.268,34.615,18.553125,221.8896069
7/9/2022 5:00,5,1161.58,4.02,52.09,101.57,55.31,104.3,118.35,10.64,138.0576855,163.1423633,191.4697754,106.5711816,5.8079,22.124,26.045,31.740625,191.4697754
7/9/2022 6:00,5,1068.12,2.93,41.81,147.34,55.31,115.35,126.13,10.26,126.6646069,144.5874805,183.3318621,97.29374023,5.3406,22.124,20.905,46.04375,183.3318621
7/9/2022 7:00,5,1201.63,2.37,50.72,170.23,67.71,141.48,151.37,10.77,134.0295898,147.9266748,188.5925642,98.9633374,6.00815,27.084,25.36,62.7875,188.5925642
7/9/2022 8:00,5,1455.31,2.29,67.17,160.22,84.88,164.26,174.11,11.27,149.0982959,160.9627148,199.3559256,105.4813574,7.27655,33.952,33.585,50.275,199.3559256
7/9/2022 9:00,5,1562.12,1.73,75.4,138.76,87.74,170.51,180.19,10.64,159.7562646,170.5201465,209.7562646,110.2600732,7.8106,35.096,37.7,43.3625,209.7562646
7/9/2022 10:00,5,1642.23,0.37,80.2,104.43,83.92,164.09,173.55,10.39,161.8808179,171.9856812,211.8808179,110.9928406,8.21115,33.568,40.1,32.634375,211.8808179
7/9/2022 11:00,5,1789.09,0.04,86.37,69.38,88.69,161.88,171.05,9.75,161.8426514,171.47323,211.8426514,110.736615,8.94545,35.476,43.185,21.68125,211.8426514
7/9/2022 12:00,5,1922.61,0,94.59,44.7,96.32,164.92,174.41,9.37,163.3443848,172.8973657,213.3443848,111.4486829,9.61305,38.528,47.295,13.96875,213.3443848
7/9/2022 13:00,5,2670.29,3.27,115.16,11.8,105.86,196.68,212.34,21.03,179.980083,192.5801147,229.980083,121.2900574,13.35145,42.344,57.58,3.6875,229.980083
7/9/2022 14:00,5,3845.21,22.58,127.49,0.02,127.79,251.25,277.61,47.12,215.5873389,235.0611206,265.5873389,142.5305603,19.22605,50.62,63.745,0.00625,265.5873389
7/9/2022 15:00,5,4753.11,42.47,135.72,0,144.96,301.73,337.64,70.93,258.6355688,286.3216699,308.6355688,168.160835,23.76555,54.43555556,67.86,0,308.6355688
7/9/2022 16:00,5,5233.76,56.77,146.69,0,152.59,331.32,371.88,84.1,294.9631543,329.0835571,344.9631543,189.5417786,26.1688,56.13111111,73.345,0,344.9631543
7/9/2022 17:00,5,4913.33,59.01,149.43,0,143.05,320.71,356.6,78.02,307.8238452,342.8273315,357.8238452,196.4136658,24.56665,54.01111111,74.715,0,357.8238452
7/9/2022 18:00,5,3952.03,49.17,135.72,0,123.98,278.98,305.78,53.7,293.3878418,324.288269,343.3878418,187.1441345,19.76015,49.592,67.86,0,343.3878418
7/9/2022 19:00,5,2643.59,29.06,108.3,0,90.6,209.92,225.78,17.99,251.6366504,275.0156567,301.6366504,162.5078284,13.21795,36.24,54.15,0,301.6366504
7/9/2022 20:00,5,2189.64,21.46,87.74,0.01,68.66,181.85,194.44,10.77,216.7232739,234.7065747,266.7232739,142.3532874,10.9482,27.464,43.87,0.003125,266.7232739
7/9/2022 21:00,5,1895.9,16.54,69.92,0.03,55.31,161.95,172.56,9.25,189.3158228,203.6112915,239.3158228,126.8056458,9.4795,22.124,34.96,0.009375,239.3158228
7/9/2022 22:00,5,1628.88,12.63,58.95,0.09,48.64,142.75,152.2,8.99,166.0128809,177.8844604,216.0128809,113.9422302,8.1444,19.456,29.475,0.028125,216.0128809
7/9/2022 23:00,5,1415.25,10.28,54.84,0.21,47.21,125.57,133.73,8.74,145.7716797,155.7863501,196.9797712,102.893175,7.07625,18.884,27.42,0.065625,196.9797712
8/9/2022 0:00,5,1388.55,11.96,53.47,0.2,49.11,113.39,121.79,9.5,129.560708,138.7668848,185.4005057,94.38344238,6.94275,19.644,26.735,0.0625,185.4005057
8/9/2022 1:00,5,1335.14,6.87,58.26,1.48,47.68,104.12,111.81,8.36,116.8163452,125.262522,176.2973894,87.63126099,6.6757,19.072,29.13,0.4625,176.2973894
8/9/2022 2:00,5,1361.85,4.92,57.58,2.7,47.21,106.06,113.75,7.92,111.4075024,119.472373,172.4339303,84.73618652,6.80925,18.884,28.79,0.84375,172.4339303
8/9/2022 3:00,5,1348.5,4.75,54.15,3.53,45.78,105.48,112.88,7.6,108.4069189,116.1349707,170.2906564,83.06748535,6.7425,18.312,27.075,1.103125,170.2906564
8/9/2022 4:00,5,1308.44,6.54,50.72,4.11,46.25,101.52,107.99,7.09,104.9230151,112.0170898,167.8021537,81.00854492,6.5422,18.5,25.36,1.284375,167.8021537
8/9/2022 5:00,5,1188.28,7.82,49.35,4.78,50.54,84.47,89.77,6.52,94.6573584,100.8500146,160.4695417,75.42500732,5.9414,20.216,24.675,1.49375,160.4695417
8/9/2022 6:00,5,1014.71,5.92,49.35,11.8,52.45,59.5,63.71,5.76,77.04462402,82.24268066,145.0743734,66.12134033,5.07355,20.98,24.675,3.6875,145.0743734
8/9/2022 7:00,5,1054.76,7.26,52.78,17.88,56.27,51.53,55.74,6.27,64.26168701,68.9637793,123.7694784,59.48188965,5.2738,22.508,26.39,5.5875,123.7694784
8/9/2022 8:00,5,1241.68,8.38,59.63,12.52,59.13,55.46,60.51,7.28,59.83864502,64.7131543,116.3977417,57.35657715,6.2084,23.652,29.815,3.9125,116.3977417
8/9/2022 9:00,5,1401.9,8.61,62.38,9.66,57.7,57.65,63.32,7.98,58.72455322,63.9955127,114.540922,56.99775635,7.0095,23.08,31.19,3.01875,114.540922
8/9/2022 10:00,5,1628.88,10.51,64.43,5.1,51.98,58.27,64.99,9.12,58.47985107,64.47417725,114.1330851,57.23708862,8.1444,20.792,32.215,1.59375,114.1330851
8/9/2022 11:00,5,2002.72,20.79,64.43,0.42,51.5,64.51,73.07,10.64,61.47959717,68.75576416,119.1326619,59.37788208,10.0136,20.6,32.215,0.13125,119.1326619
8/9/2022 12:00,5,2296.45,33.08,62.38,0,54.36,76.2,87.08,12.29,68.82595703,77.90301514,131.3765951,63.95150757,11.48225,21.744,31.19,0,131.3765951
8/9/2022 13:00,5,2349.85,38.44,58.95,0,57.7,83.67,96.39,13.05,76.23526855,87.13285889,143.7254476,68.56642944,11.74925,23.08,29.475,0,143.7254476
8/9/2022 14:00,5,2323.15,43.81,54.15,0,61.04,89.7,103.58,13.93,82.9546875,95.34254395,152.1104911,72.67127197,11.61575,24.416,27.075,0,152.1104911
8/9/2022 15:00,5,2349.85,50.51,50.04,0,63.9,96.15,110.73,14.57,85.86527624,91.77191297,154.189483,70.88595648,11.74925,25.56,25.02,0,154.189483
8/9/2022 16:00,5,2189.64,51.41,47.98,0,61.04,91.14,104.92,13.81,69.9762273,75.77124359,133.2937122,62.8856218,10.9482,24.416,23.99,0,133.2937122
8/9/2022 17:00,5,2056.12,55.43,46.61,0,61.99,85.17,97.9,13.55,57.42636139,61.96296899,112.377269,55.9814845,10.2806,24.796,23.305,0,112.377269
8/9/2022 18:00,5,2056.12,66.16,46.61,0,73.43,89.86,101.88,15.33,55.64555956,60.24941667,109.4092659,55.12470833,10.2806,29.372,23.305,0,109.4092659
8/9/2022 19:00,5,2029.42,71.53,48.67,0,84.88,96.52,108.04,15.83,60.08533463,65.77214079,116.8088911,57.8860704,10.1471,33.952,24.335,0,116.8088911
8/9/2022 20:00,5,1922.61,69.74,50.04,0,84.88,97.14,107.57,12.92,64.10779013,71.02905548,123.5129835,60.51452774,9.61305,33.952,25.02,0,123.5129835
8/9/2022 21:00,5,1708.98,60.8,48.67,0,78.2,87.52,96.42,10.26,68.78713939,77.42726244,131.311899,63.71363122,8.5449,31.28,24.335,0,131.311899
8/9/2022 22:00,5,1415.25,46.49,42.16,0,64.85,68.89,75.84,8.61,77.66133906,88.61152455,146.1022318,69.30576228,7.07625,25.94,21.08,0,146.1022318
8/9/2022 23:00,5,1228.33,38.44,35.64,0,55.79,57.92,63.93,8.23,83.29763951,95.25576156,152.3554568,72.62788078,6.14165,22.316,17.82,0,152.3554568
9/9/2022 0:00,5,1321.79,39.34,33.24,0.03,54.36,58.13,64.83,9.25,88.0789854,101.2184596,155.7707039,75.60922978,6.60895,21.744,16.62,0.009375,155.7707039
9/9/2022 1:00,5,1615.52,49.17,34.62,0.25,59.6,63.48,71.28,10.39,91.03682927,104.7278869,157.8834495,77.36394346,8.0776,23.84,17.31,0.078125,157.8834495
9/9/2022 2:00,5,1762.39,54.54,37.36,0.44,65.8,65.55,74.29,10.77,91.90896539,105.5387453,158.5064039,77.76937267,8.81195,26.32,18.68,0.1375,158.5064039
9/9/2022 3:00,5,1735.69,54.09,41.47,0.63,70.57,66.88,76.54,10.89,88.99708741,101.5232587,156.426491,75.76162935,8.67845,28.228,20.735,0.196875,156.426491
9/9/2022 4:00,5,1482.01,37.1,45.93,1.05,61.99,59.59,68.44,9.25,87.50281001,99.13313214,155.35915,74.56656607,7.41005,24.796,22.965,0.328125,155.35915
9/9/2022 5:00,5,1388.55,31.29,48.67,0.87,60.56,60.54,69.16,8.99,89.04870782,99.94735373,156.4633627,74.97367686,6.94275,24.224,24.335,0.271875,156.4633627
9/9/2022 6:00,5,1441.96,31.74,50.04,0.97,62.94,66.06,74.79,9.12,88.46674258,98.57937404,156.0476733,74.28968702,7.2098,25.176,25.02,0.303125,156.0476733
9/9/2022 7:00,5,1482.01,29.5,53.47,5.05,62.94,70.48,79.45,9.37,82.97787779,91.90740946,152.1270556,70.95370473,7.41005,25.176,26.735,1.578125,152.1270556
9/9/2022 8:00,5,1642.23,30.85,63.75,4.56,70.57,79.56,89.46,10.77,71.72472167,79.44785872,136.2078695,64.72392936,8.21115,28.228,31.875,1.425,136.2078695
9/9/2022 9:00,5,1922.61,39.34,72.66,3.17,83.92,91.84,102.67,12.79,63.70025818,70.79149991,122.8337636,60.39574995,9.61305,33.568,36.33,0.990625,122.8337636
9/9/2022 10:00,5,2376.56,54.99,79.51,1.06,98.23,107.05,119.16,15.33,59.88532287,66.73242402,116.4755381,58.36621201,11.8828,39.292,39.755,0.33125,116.4755381
9/9/2022 11:00,5,2937.32,77.78,82.94,0.09,112.53,127.39,141.47,18.49,111.0902563,123.6817358,172.207326,86.84086792,14.6866,45.012,41.47,0.028125,172.207326
9/9/2022 12:00,5,3364.56,92.98,85.68,0,123.98,150.24,166.77,22.04,130.6580322,145.2179541,186.1843087,97.60897705,16.8228,49.592,42.84,0,186.1843087
9/9/2022 13:00,5,3791.81,98.35,89.11,0,122.07,174.95,194.74,26.35,152.7962671,169.9702759,202.7962671,109.9851379,18.95905,48.828,44.555,0,202.7962671
9/9/2022 14:00,5,4272.46,108.18,85,0,111.58,206.07,230.06,28.88,179.4251318,200.0060693,229.4251318,125.0030347,21.3623,44.632,42.5,0,229.4251318
9/9/2022 15:00,5,4699.71,119.81,81.57,0,103.95,235.7,262.01,29.13,207.5544019,230.9986914,257.5544019,140.4993457,23.49855,41.58,40.785,0,257.5544019
9/9/2022 16:00,5,4539.49,114.44,79.51,0,91.55,241.83,265.58,25.59,224.6849268,248.2809912,274.6849268,149.1404956,22.69745,36.62,39.755,0,274.6849268
9/9/2022 17:00,5,4165.65,105.5,78.14,0,79.15,231.58,250.44,19,228.1250732,249.3520532,278.1250732,149.6760266,20.82825,31.66,39.07,0,278.1250732
9/9/2022 18:00,5,3791.81,93.88,75.4,0,66.76,222.93,237.37,14.31,225.5194727,243.351897,275.5194727,146.6759485,18.95905,26.704,37.7,0,275.5194727
9/9/2022 19:00,5,3150.94,67.06,70.6,0,48.16,196.54,207.72,11.15,211.0211328,225.52625,261.0211328,137.763125,15.7547,19.264,35.3,0,261.0211328
9/9/2022 20:00,5,2349.85,38.44,58.95,0,30.99,150.76,159.61,9.37,180.8808545,192.5572046,230.8808545,121.2786023,11.74925,12.396,29.475,0,230.8808545
9/9/2022 21:00,5,1695.63,21.68,45.24,0,22.17,106.12,112.99,8.49,143.4892163,152.7610693,195.3494402,101.3805347,8.47815,8.868,22.62,0,195.3494402
9/9/2022 22:00,5,1014.71,10.06,32.56,0.04,24.32,55.85,60.21,6.08,99.65654053,106.4709888,164.0403861,78.23549438,5.07355,9.728,16.28,0.0125,164.0403861
